parola,categoria,prefisso_numerico,info_grammaticale,pos,gender,info_verbali
sentiero,alto_uso,,s.m.,sostantivo,maschile,
sentimentale,alto_uso,,"agg., s.m. e f.",aggettivo; sostantivo,maschile e femminile,
sentimento,fondamentale,,s.m.,sostantivo,maschile,
sentire,fondamentale,1,"v.tr., v.intr.",verbo,,v.tr.; v.intr.
sentito,alto_uso,,"p.pass., agg.",verbo; participio passato; aggettivo,,p.pass.
senza,fondamentale,,"prep., cong., inter.",preposizione; congiunzione; interiezione,,
separare,fondamentale,,v.tr.,verbo,,v.tr.
separato,alto_uso,,"p.pass., agg., s.m.",verbo; participio passato; aggettivo; sostantivo,maschile,p.pass.
separazione,alto_uso,,s.f.,sostantivo,femminile,
sepolto,alto_uso,,"p.pass., agg., s.m.",verbo; participio passato; aggettivo; sostantivo,maschile,p.pass.
seppellire,alto_uso,,v.tr.,verbo,,v.tr.
seppia,alta_disponibilita,,"s.f., agg.inv., s.m.inv.",sostantivo; aggettivo,maschile; femminile; invariabile,
sequenza,alto_uso,,s.f.,sostantivo,femminile,
sequestrare,alto_uso,,v.tr.,verbo,,v.tr.
sequestro,alto_uso,,s.m.,sostantivo,maschile,
sera,fondamentale,,s.f.,sostantivo,femminile,
serata,fondamentale,,s.f.,sostantivo,femminile,
serbo,alta_disponibilita,1,"agg., s.m.",aggettivo; sostantivo,maschile,
serenata,alta_disponibilita,,s.f.,sostantivo,femminile,
serenità,alto_uso,,s.f.inv.,sostantivo,femminile; invariabile,
sereno,fondamentale,,"agg., s.m.",aggettivo; sostantivo,maschile,
sergente,alto_uso,,s.m.,sostantivo,maschile,
seriamente,alto_uso,,avv.,avverbio,,
serie,fondamentale,,s.f.inv.,sostantivo,femminile; invariabile,
serietà,alta_disponibilita,,s.f.inv.,sostantivo,femminile; invariabile,
serio,fondamentale,,"agg., s.m.",aggettivo; sostantivo,maschile,
serpente,alto_uso,,s.m.,sostantivo,maschile,
serra,alto_uso,1,s.f.,sostantivo,femminile,
servire,fondamentale,,v.tr. e intr.,verbo,,v.tr. e intr.
servizio,fondamentale,,s.m.,sostantivo,maschile,
servo,alto_uso,,"s.m., agg.",sostantivo; aggettivo,maschile,
sessanta,alto_uso,,"agg.num.card.inv., s.m.inv.",aggettivo numerale cardinale; aggettivo; sostantivo,maschile; invariabile,
sesso,fondamentale,,s.m.,sostantivo,maschile,
sessuale,fondamentale,,agg.,aggettivo,,
sesto,alto_uso,1,"agg.num.ord., s.m.",aggettivo numerale ordinale; aggettivo; sostantivo,maschile,
set,alto_uso,,s.m.inv.,sostantivo,maschile; invariabile,
seta,alto_uso,,s.f.,sostantivo,femminile,
sete,alto_uso,,s.f.,sostantivo,femminile,
setta,alto_uso,,s.f.,sostantivo,femminile,
settanta,alto_uso,,"agg.num.card.inv., s.m.inv., s.m.pl.",aggettivo numerale cardinale; aggettivo; sostantivo,maschile; invariabile; plurale,
sette,fondamentale,,"agg.num.card. inv., s.m.inv., s.f.pl.",aggettivo numerale cardinale; aggettivo; sostantivo,maschile; femminile; invariabile; plurale,
settembre,fondamentale,,s.m.,sostantivo,maschile,
settentrione,alta_disponibilita,,s.m.,sostantivo,maschile,
settimana,fondamentale,1,s.f.,sostantivo,femminile,
settimanale,alto_uso,,"agg., s.m.",aggettivo; sostantivo,maschile,
settimo,alto_uso,1,"agg.num.ord., s.m.",aggettivo numerale ordinale; aggettivo; sostantivo,maschile,
settore,fondamentale,1,s.m.,sostantivo,maschile,
severo,alto_uso,,agg.,aggettivo,,
sexy,alto_uso,,agg.inv.,aggettivo,invariabile,
sezione,fondamentale,,s.f.,sostantivo,femminile,
sfera,alto_uso,,s.f.,sostantivo,femminile,
sfida,fondamentale,1,s.f.,sostantivo,femminile,
sfidare,alto_uso,,v.tr.,verbo,,v.tr.
sfiducia,alta_disponibilita,,s.f.,sostantivo,femminile,
sfigato,alto_uso,,"agg., s.m.",aggettivo; sostantivo,maschile,
sfilare,alto_uso,2,v.intr.,verbo,,v.intr.
sfilata,alto_uso,,s.f.,sostantivo,femminile,
sfinire,alta_disponibilita,,v.tr.,verbo,,v.tr.
sfiorare,alto_uso,,v.tr.,verbo,,v.tr.
sfociare,alta_disponibilita,,v.intr. e tr.,verbo,,v.intr. e tr.
sfogare,alto_uso,,v.tr. e intr.,verbo,,v.tr. e intr.
sfoglia,alta_disponibilita,1,s.f.,sostantivo,femminile,
sfogliare,alto_uso,2,v.tr.,verbo,,v.tr.
sfogo,alto_uso,,s.m.,sostantivo,maschile,
sfollamento,alto_uso,,s.m.,sostantivo,maschile,
sfollare,alta_disponibilita,,v.intr. e tr.,verbo,,v.intr. e tr.
sfondare,alto_uso,,v.tr. e intr.,verbo,,v.tr. e intr.
sfondo,alto_uso,,s.m.,sostantivo,maschile,
sfortunato,alta_disponibilita,,agg.,aggettivo,,
sforzare,alto_uso,1,v.tr. e intr.,verbo,,v.tr. e intr.
sforzo,fondamentale,1,s.m.,sostantivo,maschile,
sfrenato,alta_disponibilita,,"p.pass., agg.",verbo; participio passato; aggettivo,,p.pass.
sfruttare,fondamentale,,v.tr.,verbo,,v.tr.
sfuggire,fondamentale,,v.tr. e intr.,verbo,,v.tr. e intr.
sgabello,alta_disponibilita,,s.m.,sostantivo,maschile,
sganciare,alta_disponibilita,,v.tr.,verbo,,v.tr.
sgarbato,alta_disponibilita,,"agg., s.m.",aggettivo; sostantivo,maschile,
sgarbo,alta_disponibilita,,s.m.,sostantivo,maschile,
sgombro,alta_disponibilita,1,s.m.,sostantivo,maschile,
sgomento,alta_disponibilita,1,s.m.,sostantivo,maschile,
sgonfiare,alta_disponibilita,1,v.tr.,verbo,,v.tr.
sgozzare,alta_disponibilita,1,v.tr.,verbo,,v.tr.
sgrassare,alta_disponibilita,,v.tr.,verbo,,v.tr.
sgrassatore,alta_disponibilita,,s.m.,sostantivo,maschile,
sgridare,alta_disponibilita,1,v.tr.,verbo,,v.tr.
sguardo,fondamentale,,s.m.,sostantivo,maschile,
shampoo,alta_disponibilita,,s.m.inv.,sostantivo,maschile; invariabile,
share,alto_uso,,s.m.inv.,sostantivo,maschile; invariabile,
shopping,alto_uso,,s.m.inv.,sostantivo,maschile; invariabile,
shorts,alta_disponibilita,,s.m.pl.,sostantivo,maschile; plurale,
show,alto_uso,,s.m.inv.,sostantivo,maschile; invariabile,
sì,fondamentale,1,"avv., s.m.inv., agg.inv.",avverbio; sostantivo; aggettivo,maschile; invariabile,
si,fondamentale,2,pron.pers. di terza pers.m. e f. sing. e pl.,pronome; sostantivo,maschile e femminile; plurale; singolare,
sia,fondamentale,,cong.,congiunzione,,
siamese,alta_disponibilita,,"agg., s.m. e f.",aggettivo; sostantivo,maschile e femminile,
sicché,alto_uso,,cong.,congiunzione,,
siccità,alta_disponibilita,,s.f.inv.,sostantivo,femminile; invariabile,
siccome,fondamentale,,"cong., avv.",congiunzione; avverbio,,
siciliano,alto_uso,,"agg., s.m.",aggettivo; sostantivo,maschile,
sicuramente,alto_uso,,avv.,avverbio,,
sicurezza,fondamentale,,s.f.,sostantivo,femminile,
sicuro,fondamentale,,"agg., s.m., avv.",aggettivo; sostantivo; avverbio,maschile,
siepe,alta_disponibilita,,s.f.,sostantivo,femminile,
sigaretta,fondamentale,,s.f.,sostantivo,femminile,
sigaro,alta_disponibilita,,s.m.,sostantivo,maschile,
sigla,alto_uso,,s.f.,sostantivo,femminile,
significare,fondamentale,,v.tr.,verbo,,v.tr.
significativo,alto_uso,,agg.,aggettivo,,
significato,fondamentale,,"p.pass., s.m.",verbo; participio passato; sostantivo,maschile,p.pass.
signora,fondamentale,,s.f.,sostantivo,femminile,
signore,fondamentale,,s.m.,sostantivo,maschile,
signorina,fondamentale,,s.f.,sostantivo,femminile,
silenzio,fondamentale,,s.m.,sostantivo,maschile,
silenzioso,alto_uso,,agg.,aggettivo,,
sillaba,alta_disponibilita,,s.f.,sostantivo,femminile,
simbolico,alto_uso,,agg.,aggettivo,,
simbolo,fondamentale,,s.m.,sostantivo,maschile,
simile,fondamentale,,"agg., agg.dimostr., s.m. e f., s.m., avv.",aggettivo; aggettivo dimostrativo; sostantivo; avverbio,maschile e femminile; maschile,
simpatia,alto_uso,,s.f.,sostantivo,femminile,
simpatico,fondamentale,1,agg.,aggettivo,,
simulare,alto_uso,,v.tr.,verbo,,v.tr.
sinceramente,alto_uso,,avv.,avverbio,,
sincero,alto_uso,1,agg.,aggettivo,,
sindacale,alto_uso,1,agg.,aggettivo,,
sindacato,alto_uso,1,s.m.,sostantivo,maschile,
sindaco,alto_uso,,s.m.,sostantivo,maschile,
sindrome,alto_uso,,s.f.,sostantivo,femminile,
single,alto_uso,,s.m. e f.inv.,sostantivo,maschile e femminile; invariabile,
singolare,alto_uso,,"agg., s.m.",aggettivo; sostantivo,maschile,
singolo,fondamentale,,"agg., s.m.",aggettivo; sostantivo,maschile,
sinistra,fondamentale,,s.f.,sostantivo,femminile,
sinistro,fondamentale,,"agg., s.m.",aggettivo; sostantivo,maschile,
sino,fondamentale,,"prep., avv.",preposizione; avverbio,,
sinonimo,alto_uso,,s.m.,sostantivo,maschile,
sintesi,alto_uso,,s.f.inv.,sostantivo,femminile; invariabile,
sintetico,alto_uso,,agg.,aggettivo,,
sintetizzare,alto_uso,,v.tr.,verbo,,v.tr.
sintomo,alto_uso,,s.m.,sostantivo,maschile,
sir,alto_uso,,s.m.inv.,sostantivo,maschile; invariabile,
siriano,alta_disponibilita,,"agg., s.m.",aggettivo; sostantivo,maschile,
siringa,alta_disponibilita,,s.f.,sostantivo,femminile,
sistema,fondamentale,,s.m.,sostantivo,maschile,
sistemare,fondamentale,,v.tr.,verbo,,v.tr.
sito,fondamentale,1,s.m.,sostantivo,maschile,
sito,fondamentale,3,agg.,aggettivo,,
situare,alto_uso,,v.tr.,verbo,,v.tr.
situazione,alto_uso,,s.f.,sostantivo,femminile,
slacciare,alta_disponibilita,,v.tr.,verbo,,v.tr.
slanciato,alta_disponibilita,,"p.pass., agg.",verbo; participio passato; aggettivo,,p.pass.
slavo,alta_disponibilita,,"agg., s.m.",aggettivo; sostantivo,maschile,
slegare,alta_disponibilita,,v.tr.,verbo,,v.tr.
slip,alta_disponibilita,,s.m.inv.,sostantivo,maschile; invariabile,
slitta,alta_disponibilita,,s.f.,sostantivo,femminile,
slogan,alto_uso,,s.m.inv.,sostantivo,maschile; invariabile,
slogare,alta_disponibilita,,v.tr.,verbo,,v.tr.
slogatura,alta_disponibilita,,s.f.,sostantivo,femminile,
slovacco,alta_disponibilita,,"agg., s.m.",aggettivo; sostantivo,maschile,
sloveno,alta_disponibilita,,"agg., s.m.",aggettivo; sostantivo,maschile,
smacchiare,alta_disponibilita,1,v.tr.,verbo,,v.tr.
smacchiatore,alta_disponibilita,,"agg., s.m.",aggettivo; sostantivo,maschile,
smaltimento,alto_uso,,s.m.,sostantivo,maschile,
smalto,alta_disponibilita,,s.m.,sostantivo,maschile,
smascherare,alta_disponibilita,,v.tr.,verbo,,v.tr.
smentire,alto_uso,,v.tr.,verbo,,v.tr.
smettere,fondamentale,,v.tr. e intr.,verbo,,v.tr. e intr.
smisurato,alta_disponibilita,,"p.pass., agg.",verbo; participio passato; aggettivo,,p.pass.
smog,alta_disponibilita,,s.m.inv.,sostantivo,maschile; invariabile,
smontare,alto_uso,,v.tr. e intr.,verbo,,v.tr. e intr.
smorfia,alta_disponibilita,1,s.f.,sostantivo,femminile,
smuovere,alta_disponibilita,,v.tr.,verbo,,v.tr.
snack,alta_disponibilita,,s.m.inv.,sostantivo,maschile; invariabile,
sneaker,alta_disponibilita,,s.m.inv.,sostantivo,maschile; invariabile,
snello,alta_disponibilita,,agg.,aggettivo,,
soccorrere,alta_disponibilita,,v.tr. e intr.,verbo,,v.tr. e intr.
soccorso,alto_uso,1,s.m.,sostantivo,maschile,
socialdemocratico,alta_disponibilita,,"agg., s.m.",aggettivo; sostantivo,maschile,
sociale,fondamentale,,"agg., s.m.",aggettivo; sostantivo,maschile,
socialista,alto_uso,,"agg., s.m. e f.",aggettivo; sostantivo,maschile e femminile,
società,fondamentale,,s.f.inv.,sostantivo,femminile; invariabile,
socievole,alta_disponibilita,,agg.,aggettivo,,
socio,alto_uso,,s.m.,sostantivo,maschile,
soddisfare,fondamentale,,v.tr. e intr.,verbo,,v.tr. e intr.
soddisfatto,alta_disponibilita,,"p.pass., agg.",verbo; participio passato; aggettivo,,p.pass.
soddisfazione,fondamentale,,s.f.,sostantivo,femminile,
sodo,alto_uso,,"agg., s.m., avv.",aggettivo; sostantivo; avverbio,maschile,
sofà,alta_disponibilita,,s.m.inv.,sostantivo,maschile; invariabile,
sofferenza,fondamentale,,s.f.,sostantivo,femminile,
soffermare,alto_uso,,v.tr.,verbo,,v.tr.
soffiare,alto_uso,,"v.intr., v.tr.",verbo,,v.intr.; v.tr.
soffice,alta_disponibilita,,agg.,aggettivo,,
soffitta,alta_disponibilita,,s.f.,sostantivo,femminile,
soffitto,alto_uso,,s.m.,sostantivo,maschile,
soffocare,alto_uso,,v.tr. e intr.,verbo,,v.tr. e intr.
soffriggere,alta_disponibilita,,v.tr. e intr.,verbo,,v.tr. e intr.
soffrire,fondamentale,,v.tr. e intr.,verbo,,v.tr. e intr.
sofisticato,alto_uso,,"p.pass., agg.",verbo; participio passato; aggettivo,,p.pass.
software,alto_uso,,s.m.inv.,sostantivo,maschile; invariabile,
soggettivo,alto_uso,,agg.,aggettivo,,
soggetto,fondamentale,1,s.m.,sostantivo,maschile,
soggetto,fondamentale,2,agg.,aggettivo,,
soggezione,alta_disponibilita,,s.f.,sostantivo,femminile,
soggiorno,fondamentale,,s.m.,sostantivo,maschile,
soglia,alto_uso,,s.f.,sostantivo,femminile,
sogliola,alta_disponibilita,,s.f.,sostantivo,femminile,
sognare,alto_uso,,v.tr. e intr.,verbo,,v.tr. e intr.
sogno,fondamentale,,s.m.,sostantivo,maschile,
sol,alta_disponibilita,1,s.m.inv.,sostantivo,maschile; invariabile,
solaio,alta_disponibilita,,s.m.,sostantivo,maschile,
solamente,fondamentale,,"avv., cong.",avverbio; congiunzione,,
solare,alto_uso,1,"agg., s.m.",aggettivo; sostantivo,maschile,
solco,alto_uso,,s.m.,sostantivo,maschile,
soldato,fondamentale,,s.m.,sostantivo,maschile,
soldo,fondamentale,,s.m.,sostantivo,maschile,
sole,fondamentale,,s.m.,sostantivo,maschile,
solenne,alto_uso,,agg.,aggettivo,,
solidarietà,alto_uso,,s.f.inv.,sostantivo,femminile; invariabile,
solido,alto_uso,1,"agg., s.m.",aggettivo; sostantivo,maschile,
solitamente,alto_uso,,avv.,avverbio,,
solitario,alto_uso,,"agg., s.m.",aggettivo; sostantivo,maschile,
solito,fondamentale,,"agg., s.m.",aggettivo; sostantivo,maschile,
solitudine,alto_uso,,s.f.,sostantivo,femminile,
solletico,alta_disponibilita,,s.m.,sostantivo,maschile,
sollevare,fondamentale,,v.tr.,verbo,,v.tr.
sollievo,alto_uso,,s.m.,sostantivo,maschile,
solo,fondamentale,,"agg., s.m., avv., cong.",aggettivo; sostantivo; avverbio; congiunzione,maschile,
soltanto,fondamentale,,"avv., cong.",avverbio; congiunzione,,
soluzione,fondamentale,,s.f.,sostantivo,femminile,
somigliare,alto_uso,,v.intr. e tr.,verbo,,v.intr. e tr.
somma,fondamentale,,s.f.,sostantivo,femminile,
sommare,alto_uso,,v.tr. e intr.,verbo,,v.tr. e intr.
sondaggio,fondamentale,,s.m.,sostantivo,maschile,
sonno,fondamentale,,s.m.,sostantivo,maschile,
sonoro,alto_uso,,"agg., s.m.",aggettivo; sostantivo,maschile,
soppalco,alta_disponibilita,,s.m.,sostantivo,maschile,
sopportare,fondamentale,,v.tr.,verbo,,v.tr.
sopra,fondamentale,,"prep., avv., agg.inv., s.m.inv.",preposizione; avverbio; aggettivo; sostantivo,maschile; invariabile,
soprabito,alta_disponibilita,,s.m.,sostantivo,maschile,
sopracciglio,alta_disponibilita,,s.m.,sostantivo,maschile,
soprammobile,alta_disponibilita,,s.m.,sostantivo,maschile,
soprannome,alta_disponibilita,,s.m.,sostantivo,maschile,
soprattutto,fondamentale,,avv.,avverbio,,
sopravvalutare,alta_disponibilita,,v.tr.,verbo,,v.tr.
sopravvivenza,alto_uso,,s.f.,sostantivo,femminile,
sopravvivere,fondamentale,,v.intr.,verbo,,v.intr.
sorcio,alta_disponibilita,,s.m.,sostantivo,maschile,
sordo,alto_uso,,"agg., s.m.",aggettivo; sostantivo,maschile,
sorella,fondamentale,,s.f.,sostantivo,femminile,
sorgente,alto_uso,,"p.pres., agg., s.f., s.m.",verbo; participio presente; aggettivo; sostantivo,maschile; femminile,p.pres.
sorgere,alto_uso,,v.intr.,verbo,,v.intr.
sorpassare,alta_disponibilita,,v.tr.,verbo,,v.tr.
sorpasso,alta_disponibilita,,s.m.,sostantivo,maschile,
sorprendente,alto_uso,,"p.pres., agg.",verbo; participio presente; aggettivo,,p.pres.
sorprendere,alto_uso,,v.tr.,verbo,,v.tr.
sorpresa,alto_uso,,s.f.,sostantivo,femminile,
sorridente,alta_disponibilita,,"p.pres., agg.",verbo; participio presente; aggettivo,,p.pres.
sorridere,fondamentale,,v.intr. e tr.,verbo,,v.intr. e tr.
sorriso,fondamentale,1,s.m.,sostantivo,maschile,
sorso,alta_disponibilita,,s.m.,sostantivo,maschile,
sorta,fondamentale,1,s.f.,sostantivo,femminile,
sorte,alto_uso,1,s.f.,sostantivo,femminile,
sorteggiare,alta_disponibilita,,v.tr.,verbo,,v.tr.
sorteggio,alto_uso,,s.m.,sostantivo,maschile,
sorvegliare,alto_uso,,v.tr.,verbo,,v.tr.
sospendere,alto_uso,,v.tr.,verbo,,v.tr.
sospensione,alto_uso,,s.f.,sostantivo,femminile,
sospeso,alto_uso,,"p.pass., agg., s.m.",verbo; participio passato; aggettivo; sostantivo,maschile,p.pass.
sospettare,alto_uso,,v.tr. e intr.,verbo,,v.tr. e intr.
sospetto,fondamentale,1,s.m.,sostantivo,maschile,
sospetto,fondamentale,2,"agg., s.m.",aggettivo; sostantivo,maschile,
sospirare,alto_uso,,v.intr. e tr.,verbo,,v.intr. e tr.
sospiro,alto_uso,,s.m.,sostantivo,maschile,
sosta,alto_uso,,s.f.,sostantivo,femminile,
sostanza,fondamentale,,s.f.,sostantivo,femminile,
sostanzialmente,alto_uso,,avv.,avverbio,,
sostare,alta_disponibilita,,v.intr. e tr.,verbo,,v.intr. e tr.
sostegno,alto_uso,,s.m.,sostantivo,maschile,
sostenere,fondamentale,,v.tr.,verbo,,v.tr.
sostenitore,alto_uso,,"agg., s.m.",aggettivo; sostantivo,maschile,
sostituire,fondamentale,,v.tr.,verbo,,v.tr.
sostituzione,alto_uso,,s.f.,sostantivo,femminile,
sottaceto,alta_disponibilita,,"agg.inv., avv., s.m.",aggettivo; avverbio; sostantivo,maschile; invariabile,
sotterraneo,alto_uso,,"agg., s.m.",aggettivo; sostantivo,maschile,
sottile,fondamentale,,"agg., s.m., avv.",aggettivo; sostantivo; avverbio,maschile,
sottinteso,alta_disponibilita,,"p.pass., agg., s.m.",verbo; participio passato; aggettivo; sostantivo,maschile,p.pass.
sotto,fondamentale,,"prep., avv., agg.inv., s.m.inv.",preposizione; avverbio; aggettivo; sostantivo,maschile; invariabile,
sottofondo,alto_uso,,s.m.,sostantivo,maschile,
sottolineare,alto_uso,,v.tr.,verbo,,v.tr.
sottolio,alta_disponibilita,,"avv., agg.inv.",avverbio; aggettivo,invariabile,
sottomarino,alta_disponibilita,,"agg., s.m.",aggettivo; sostantivo,maschile,
sottopassaggio,alta_disponibilita,,s.m.,sostantivo,maschile,
sottoporre,fondamentale,,v.tr.,verbo,,v.tr.
sottoscrivere,alto_uso,,v.tr. e intr.,verbo,,v.tr. e intr.
sottovalutare,alto_uso,,v.tr.,verbo,,v.tr.
sottrarre,alto_uso,,v.tr.,verbo,,v.tr.
sovietico,alto_uso,,"agg., s.m.",aggettivo; sostantivo,maschile,
sovrano,alto_uso,,"agg., s.m.",aggettivo; sostantivo,maschile,
sovrapporre,alto_uso,,v.tr.,verbo,,v.tr.
spaccare,alto_uso,1,v.tr.,verbo,,v.tr.
spaccatura,alta_disponibilita,,s.f.,sostantivo,femminile,
spacciare,alto_uso,,v.tr.,verbo,,v.tr.
spacciatore,alta_disponibilita,,s.m.,sostantivo,maschile,
spaccio,alta_disponibilita,,s.m.,sostantivo,maschile,
spada,alto_uso,,s.f.,sostantivo,femminile,
spaghetto,alto_uso,1,s.m.,sostantivo,maschile,
spagnolo,fondamentale,,"agg., s.m.",aggettivo; sostantivo,maschile,
spago,alta_disponibilita,1,s.m.,sostantivo,maschile,
spalancare,alto_uso,,v.tr.,verbo,,v.tr.
spalla,fondamentale,,s.f.,sostantivo,femminile,
spalmabile,alta_disponibilita,,agg.,aggettivo,,
spalmare,alta_disponibilita,,v.tr.,verbo,,v.tr.
spam,alto_uso,,s.m.inv.,sostantivo,maschile; invariabile,
sparare,fondamentale,1,v.intr. e tr.,verbo,,v.intr. e tr.
sparecchiare,alta_disponibilita,,v.tr.,verbo,,v.tr.
spargere,alto_uso,,v.tr.,verbo,,v.tr.
sparire,fondamentale,,v.intr.,verbo,,v.intr.
sparo,alto_uso,1,s.m.,sostantivo,maschile,
sparso,alto_uso,,"p.pass., agg.",verbo; participio passato; aggettivo,,p.pass.
spassare,alto_uso,1,v.tr.,verbo,,v.tr.
spasso,alta_disponibilita,,s.m.,sostantivo,maschile,
spavaldo,alta_disponibilita,,agg.,aggettivo,,
spaventare,fondamentale,,v.tr.,verbo,,v.tr.
spaventato,alto_uso,,"p.pass., agg.",verbo; participio passato; aggettivo,,p.pass.
spaventoso,alto_uso,,agg.,aggettivo,,
spaziale,alto_uso,,agg.,aggettivo,,
spazio,fondamentale,,s.m.,sostantivo,maschile,
spazioso,alta_disponibilita,,agg.,aggettivo,,
spazzare,alto_uso,,v.tr.,verbo,,v.tr.
spazzatura,alto_uso,,s.f.,sostantivo,femminile,
spazzino,alta_disponibilita,,s.m.,sostantivo,maschile,
spazzola,alta_disponibilita,,s.f.,sostantivo,femminile,
spazzolare,alta_disponibilita,,v.tr.,verbo,,v.tr.
spazzolino,alta_disponibilita,,s.m.,sostantivo,maschile,
spazzolone,alta_disponibilita,,s.m.,sostantivo,maschile,
specchiarsi,alta_disponibilita,,v.pronom.intr.,verbo,maschile,v.pronom.intr.
specchio,fondamentale,,s.m.,sostantivo,maschile,
speciale,fondamentale,,"agg., s.m., s.f.",aggettivo; sostantivo,maschile; femminile,
specialista,alto_uso,,s.m. e f.,sostantivo,maschile e femminile,
specializzato,alto_uso,,"p. pass., agg., s.m.",verbo; participio passato; aggettivo; sostantivo,maschile,p.pass.
specialmente,alto_uso,,avv.,avverbio,,
specie,fondamentale,,"s.f., avv.",sostantivo; avverbio,femminile,
specificare,alto_uso,,v.tr.,verbo,,v.tr.
specifico,fondamentale,,"agg., s.m.",aggettivo; sostantivo,maschile,
speck,alta_disponibilita,,s.m.inv.,sostantivo,maschile; invariabile,
spedire,alto_uso,,v.tr.,verbo,,v.tr.
spedizione,alto_uso,,s.f.,sostantivo,femminile,
spegnere,fondamentale,,v.tr.,verbo,,v.tr.
spellare,alta_disponibilita,,v.tr.,verbo,,v.tr.
spendere,fondamentale,,v.tr.,verbo,,v.tr.
spennare,alta_disponibilita,,v.tr.,verbo,,v.tr.
spensierato,alta_disponibilita,,agg.,aggettivo,,
spento,alto_uso,,"p.pass., agg.",verbo; participio passato; aggettivo,,p.pass.
speranza,fondamentale,,s.f.,sostantivo,femminile,
sperare,alto_uso,1,v.tr. e intr.,verbo,,v.tr. e intr.
sperimenale,alto_uso,,agg.,aggettivo,,
sperimentare,alto_uso,,v.tr.,verbo,,v.tr.
sperimentazione,alto_uso,,s.f.,sostantivo,femminile,
sperone,alta_disponibilita,,s.m.,sostantivo,maschile,
spesa,fondamentale,,s.f.,sostantivo,femminile,
spesso,fondamentale,1,agg.,aggettivo,,
spesso,fondamentale,2,avv.,avverbio,,
spessore,alto_uso,,s.m.,sostantivo,maschile,
spettacolare,alto_uso,,agg.,aggettivo,,
spettacolo,fondamentale,,s.m.,sostantivo,maschile,
spettare,alto_uso,,v.intr.,verbo,,v.intr.
spettatore,alto_uso,,s.m.,sostantivo,maschile,
spettinare,alta_disponibilita,,v.tr.,verbo,,v.tr.
spettro,alto_uso,,s.m.,sostantivo,maschile,
spezia,alta_disponibilita,,s.f.,sostantivo,femminile,
spezzare,alto_uso,,v.tr.,verbo,,v.tr.
spia,alto_uso,,s.f.,sostantivo,femminile,
spiacere,alto_uso,1,v.intr.,verbo,,v.intr.
spiaggia,fondamentale,,s.f.,sostantivo,femminile,
spianare,alta_disponibilita,,v.tr. e intr.,verbo,,v.tr. e intr.
spiare,alto_uso,,v.tr.,verbo,,v.tr.
spiazzo,alta_disponibilita,,s.m.,sostantivo,maschile,
spiccare,alto_uso,,v.tr. e intr.,verbo,,v.tr. e intr.
spicciolo,alta_disponibilita,,"agg., s.m.",aggettivo; sostantivo,maschile,
spiedino,alta_disponibilita,,s.m.,sostantivo,maschile,
spiedo,alta_disponibilita,,s.m.,sostantivo,maschile,
spiegare,fondamentale,,v.tr.,verbo,,v.tr.
spiegazione,fondamentale,,s.f.,sostantivo,femminile,
spietato,alto_uso,,agg.,aggettivo,,
spiga,alta_disponibilita,,s.f.,sostantivo,femminile,
spigolo,alta_disponibilita,,s.m.,sostantivo,maschile,
spillo,alta_disponibilita,1,s.m.,sostantivo,maschile,
spina,alto_uso,,s.f.,sostantivo,femminile,
spinacio,alta_disponibilita,,s.m.,sostantivo,maschile,
spingere,fondamentale,,v.tr. e intr.,verbo,,v.tr. e intr.
spinta,alto_uso,,s.f.,sostantivo,femminile,
spionaggio,alta_disponibilita,,s.m.,sostantivo,maschile,
spirito,fondamentale,,s.m.,sostantivo,maschile,
spiritoso,alta_disponibilita,,agg.,aggettivo,,
spirituale,alto_uso,,"agg., s.m.",aggettivo; sostantivo,maschile,
splendente,alta_disponibilita,,"p.pres., agg.",verbo; participio presente; aggettivo,,p.pres.
splendere,alto_uso,,v.intr.,verbo,,v.intr.
splendido,alto_uso,,agg.,aggettivo,,
splendore,alto_uso,,s.m.,sostantivo,maschile,
spogliare,alto_uso,,v.tr.,verbo,,v.tr.
spogliatoio,alta_disponibilita,,s.m.,sostantivo,maschile,
spoglio,alta_disponibilita,1,s.m.,sostantivo,maschile,
spolverare,alta_disponibilita,,v.tr.,verbo,,v.tr.
sponda,alto_uso,,s.f.,sostantivo,femminile,
spontaneo,alto_uso,,agg.,aggettivo,,
sporcare,alto_uso,,v.tr.,verbo,,v.tr.
sporcizia,alta_disponibilita,,s.f.,sostantivo,femminile,
sporco,fondamentale,,"agg., s.m.",aggettivo; sostantivo,maschile,
sporgente,alta_disponibilita,,"p.pres., agg., s.m.",verbo; participio presente; aggettivo; sostantivo,maschile,p.pres.
sporgere,alto_uso,,v.tr. e intr.,verbo,,v.tr. e intr.
sport,fondamentale,,"s.m.inv., agg.inv.",sostantivo; aggettivo,maschile; invariabile,
sportello,alto_uso,,s.m.,sostantivo,maschile,
sportivo,fondamentale,,"agg., s.m.",aggettivo; sostantivo,maschile,
sposare,fondamentale,,v.tr. e intr.,verbo,,v.tr. e intr.
sposato,alto_uso,,"p.pass., agg., s.m.",verbo; participio passato; aggettivo; sostantivo,maschile,p.pass.
sposo,alto_uso,,s.m.,sostantivo,maschile,
spostamento,alto_uso,,s.m.,sostantivo,maschile,
spostare,fondamentale,,v.tr.,verbo,,v.tr.
spot,alto_uso,1,s.m.inv.,sostantivo,maschile; invariabile,
spranga,alta_disponibilita,,s.f.,sostantivo,femminile,
spray,alta_disponibilita,,"agg.inv., s.m.inv.",aggettivo; sostantivo,maschile; invariabile,
