parola,categoria,prefisso_numerico,info_grammaticale
saccheggiare,alta_disponibilita,,v.tr.
sacchetto,alto_uso,,s.m.
sacco,fondamentale,,s.m.
sacerdote,alto_uso,,s.m.
sacrificare,alto_uso,,v.tr. e intr.
sacrificio,alto_uso,,s.m.
sacro,alto_uso,1,"agg., s.m."
safari,alta_disponibilita,,s.m.inv.
saga,alto_uso,1,s.f.
saggezza,alto_uso,,s.f.
saggio,alto_uso,1,"agg., s.m."
saggio,alto_uso,2,s.m.
sagra,alta_disponibilita,1,s.f.
sagrestano,alta_disponibilita,,"s.m., agg."
sala,fondamentale,1,s.f.
salame,alta_disponibilita,,s.m.
salare,alta_disponibilita,,v.tr.
salario,alto_uso,,"agg., s.m."
salatino,alta_disponibilita,,s.m.
salato,alto_uso,,"p.pass., agg., s.m."
saldatura,alta_disponibilita,,s.f.
sale,alto_uso,,s.m.
salice,alta_disponibilita,,s.m.
saliera,alta_disponibilita,,s.f.
salire,fondamentale,1,v.intr. e tr.
salita,alto_uso,,s.f.
saliva,alta_disponibilita,,s.f.
salmone,alta_disponibilita,1,"s.m., s.m.inv., agg.inv."
salone,alto_uso,,s.m.
salotto,alto_uso,1,s.m.
salsa,alto_uso,1,s.f.
salsiccia,alta_disponibilita,,s.f.
saltare,fondamentale,,v.intr. e tr.
saltellare,alta_disponibilita,,v.intr.
salto,alto_uso,1,s.m.
salume,alta_disponibilita,,s.m.
salutare,fondamentale,2,"v.tr., s.m."
salute,fondamentale,,"s.f., inter."
saluto,fondamentale,,s.m.
salvadanaio,alta_disponibilita,,s.m.
salvagente,alta_disponibilita,,s.m.inv.
salvare,fondamentale,,v.tr.
salvaslip,alta_disponibilita,,s.m.inv.
salvatore,alto_uso,,"agg., s.m."
salve,alto_uso,1,inter.
salvezza,alto_uso,,s.f.
salvia,alta_disponibilita,,s.f.
salvietta,alta_disponibilita,,s.f.
salvo,fondamentale,,"agg., prep."
sandalo,alta_disponibilita,1,s.m.
sangue,fondamentale,,"s.m., agg.inv."
sanguinare,alta_disponibilita,,v.intr. e tr.
sanguisuga,alta_disponibilita,,s.f.
sanità,alto_uso,,s.f.inv.
sanitaria,alta_disponibilita,,s.f.
sanitario,alto_uso,,"agg., s.m."
sano,fondamentale,,agg.
santo,fondamentale,,"agg., s.m."
sanzione,alto_uso,,s.f.
sapere,fondamentale,1,v.tr. e intr.
sapere,fondamentale,2,s.m.
sapiente,alta_disponibilita,,"agg., s.m."
sapone,alto_uso,1,s.m.
saponetta,alta_disponibilita,,s.f.
sapore,alto_uso,,s.m.
saporito,alta_disponibilita,,"p.pass., agg."
sardina,alta_disponibilita,,s.f.
sardo,alto_uso,,"agg., s.m."
sarto,alta_disponibilita,,s.m.
sasso,alto_uso,,s.m.
satellite,alto_uso,1,s.m.
sazio,alta_disponibilita,,"p.pass., agg."
sbadato,alta_disponibilita,,"agg., s.m."
sbadigliare,alta_disponibilita,,v.intr. e tr.
sbadiglio,alta_disponibilita,,s.m.
sbagliare,fondamentale,,v.intr. e tr.
sbagliato,alto_uso,,"p.pass., agg."
sbaglio,alto_uso,,s.m.
sbarbare,alta_disponibilita,,v.tr.
sbarcare,alto_uso,1,v.tr. e intr.
sbarra,alta_disponibilita,,s.f.
sbarramento,alta_disponibilita,,s.m.
sbattere,fondamentale,,v.tr. e intr.
sberla,alta_disponibilita,,s.f.
sbiadire,alta_disponibilita,,v.intr. e tr.
sbiancare,alta_disponibilita,,v.tr. e intr.
sbigottire,alta_disponibilita,,v.tr. e intr.
sbloccare,alta_disponibilita,,v.tr. e intr.
sboccare,alta_disponibilita,,v.intr. e tr.
sbocciare,alta_disponibilita,1,v.intr.
sbocco,alta_disponibilita,,s.m.
sbornia,alta_disponibilita,,s.f.
sbottonare,alta_disponibilita,1,v.tr.
sbriciolare,alta_disponibilita,,v.tr.
sbrigare,alto_uso,,v.tr.
sbronza,alta_disponibilita,,s.f.
sbronzo,alta_disponibilita,,agg.
sbucciare,alta_disponibilita,,v.tr.
sbuffare,alta_disponibilita,,v.intr. e tr.
scacchiera,alta_disponibilita,,s.f.
scadenza,alto_uso,,s.f.
scadere,alto_uso,,v.intr.
scaffale,alto_uso,,s.m.
scafo,alta_disponibilita,,s.m.
scala,fondamentale,1,s.f.
scalare,alto_uso,2,v.tr.
scalata,alta_disponibilita,,s.f.
scaldabagno,alta_disponibilita,,s.m.
scaldare,alto_uso,,"v.tr., v.intr."
scalinata,alta_disponibilita,,s.f.
scalino,alta_disponibilita,,s.m.
scalpello,alta_disponibilita,,s.m.
scalzo,alta_disponibilita,1,agg.
scambiare,fondamentale,,v.tr.
scambio,fondamentale,,s.m.
scamorza,alta_disponibilita,,s.f.
scampagnata,alto_uso,,s.f.
scampo,alta_disponibilita,2,s.m.
scandalizzare,alta_disponibilita,,v.tr.
scandalo,alto_uso,,s.m.
scandire,alto_uso,,v.tr.
scansare,alta_disponibilita,,v.tr.
scapito,alta_disponibilita,,s.m.
scappamento,alta_disponibilita,,s.m.
scappare,alto_uso,,v.intr.
scappatoia,alta_disponibilita,,s.f.
scarabocchiare,alta_disponibilita,,v.tr.
scarabocchio,alta_disponibilita,,s.m.
scarafaggio,alta_disponibilita,,s.m.
scarcerare,alta_disponibilita,,v.tr.
scaricare,fondamentale,,v.tr.
scaricatore,alta_disponibilita,,s.m.
scarico,alto_uso,1,s.m.
scarlattina,alta_disponibilita,,s.f.
scarpa,fondamentale,1,s.f.
scarpiera,alta_disponibilita,,s.f.
scarpone,alta_disponibilita,,s.m.
scarso,alto_uso,,agg.
scartare,alto_uso,1,v.tr.
scatenare,alto_uso,,v.tr.
scatola,fondamentale,,s.f.
scattare,fondamentale,,v.intr. e tr.
scatto,alto_uso,,s.m.
scavalcare,alta_disponibilita,,"v.tr., v.intr."
scavare,alto_uso,,v.tr.
scavo,alta_disponibilita,,s.m.
scegliere,fondamentale,,v.tr.
scelta,fondamentale,,s.f.
scemo,alto_uso,,"p.pass., agg., s.m."
scena,fondamentale,,s.f.
scenario,alto_uso,,s.m.
scendere,fondamentale,,v.intr. e tr.
sceneggiatura,alto_uso,,s.f.
sceriffo,alta_disponibilita,1,s.m.
scheda,alto_uso,,s.f.
schedario,alta_disponibilita,,s.m.
scheggia,alta_disponibilita,,s.f.
scheletro,alta_disponibilita,,s.m.
schema,alto_uso,,s.m.
schermo,fondamentale,,s.m.
scherzare,fondamentale,,"v.intr., v.tr."
scherzo,alto_uso,,s.m.
scherzoso,alta_disponibilita,,agg.
schiacciare,alto_uso,,v.tr.
schiacciato,alto_uso,,"p.pass., agg."
schiaffo,alto_uso,,s.m.
schiavo,alto_uso,,"agg., s.m."
schiena,fondamentale,,s.f.
schierare,alto_uso,,v.tr.
schietto,alta_disponibilita,,agg.
schifo,fondamentale,1,"s.m., agg."
schiuma,alta_disponibilita,,s.f.
schizzare,alto_uso,,v.intr. e tr.
schizzo,alto_uso,,s.m.
sci,alto_uso,,s.m.inv.
scia,alto_uso,,s.f.
sciacquare,alta_disponibilita,,"v.tr., v.intr."
scialle,alta_disponibilita,,s.m.
sciame,alta_disponibilita,,s.m.
sciare,alta_disponibilita,1,v.intr.
sciarpa,alta_disponibilita,,s.f.
sciatore,alta_disponibilita,,s.m.
scientifico,fondamentale,,"agg., s.m."
scienza,fondamentale,,s.f.
scienziato,alto_uso,,"s.m., agg."
scimmia,alto_uso,,s.f.
scintilla,alto_uso,,s.f.
sciocchezza,alto_uso,,s.f.
sciocco,alto_uso,,"agg., s.m."
sciogliere,alto_uso,,v.tr. e intr.
scioperare,alta_disponibilita,,v.intr. e tr.
sciopero,alto_uso,,s.m.
scirocco,alta_disponibilita,,s.m.
sciroppo,alta_disponibilita,,s.m.
scivolare,alto_uso,,v.intr.
scivolata,alta_disponibilita,,s.f.
scivolo,alta_disponibilita,,s.m.
scocciare,alta_disponibilita,1,v.tr.
scodella,alta_disponibilita,,s.f.
scodinzolare,alta_disponibilita,,v.intr.
scoglio,alta_disponibilita,1,s.m.
scoiattolo,alta_disponibilita,,s.m.
scolapiatti,alta_disponibilita,,s.m.inv.
scolaro,alta_disponibilita,,s.m.
scolastico,alto_uso,,"agg., s.m."
scolpire,alta_disponibilita,,v.tr.
scommessa,alto_uso,,s.f.
scommettere,alto_uso,1,v.tr.
scomodo,alta_disponibilita,2,agg.
scomparire,fondamentale,,v.intr.
scomparsa,alto_uso,1,s.f.
scompartimento,alto_uso,,s.m.
sconfiggere,alto_uso,1,v.tr.
sconfitta,alto_uso,1,s.f.
scongelare,alta_disponibilita,,v.tr.
sconosciuto,fondamentale,,"p.pass., agg."
sconsigliare,alta_disponibilita,,v.tr.
scontato,alto_uso,,"p.pass., agg."
scontento,alta_disponibilita,2,agg.
sconto,alto_uso,,s.m.
scontrare,alto_uso,,v.tr.
scontro,alto_uso,,s.m.
sconvolgere,alto_uso,,v.tr.
scopa,alta_disponibilita,1,s.f.
scopare,alto_uso,,v.tr. e intr.
scoperta,fondamentale,,s.f.
scopo,fondamentale,1,s.m.
scoppiare,fondamentale,1,"v.intr., v.tr."
scoprire,fondamentale,,v.tr.
scordare,alto_uso,1,v.tr.
scorgere,alto_uso,,v.tr.
scorpione,alta_disponibilita,,"s.m., s.m.inv."
scorrere,fondamentale,,v.intr. e tr.
scorretto,alta_disponibilita,,agg.
scorso,fondamentale,,"p.pass., agg., s.m."
scorta,alto_uso,,s.f.
scortese,alta_disponibilita,,agg.
scossa,alta_disponibilita,,s.f.
scout,alta_disponibilita,,"s.m. e f.inv., agg.inv."
scozzese,alta_disponibilita,,"agg., s.m. e f."
screpolare,alta_disponibilita,,v.tr. e intr.
scricchiolare,alta_disponibilita,,v.intr.
scritta,alto_uso,,s.f.
scritto,alto_uso,,"p.pass., agg., s.m."
scrittore,fondamentale,,s.m.
scrittura,fondamentale,,s.f.
scrivania,alto_uso,,s.f.
scrivere,alto_uso,,v.tr.
scrofa,alta_disponibilita,,s.f.
scrupolo,alta_disponibilita,,s.m.
scudetto,alta_disponibilita,,s.m.
scudo,alto_uso,,s.m.
scultore,alta_disponibilita,,s.m.
scultura,alto_uso,,s.f.
scuola,fondamentale,,s.f.
scuotere,alto_uso,,v.tr.
scure,alta_disponibilita,,s.f.
scurire,alta_disponibilita,,v.tr. e intr.
scuro,alto_uso,1,"agg., s.m., avv."
scusa,fondamentale,,s.f.
scusare,fondamentale,,v.tr. e intr.
sdebitarsi,alta_disponibilita,,v.pronom.intr.
sdegnare,alta_disponibilita,,v.tr.
sdraiare,alto_uso,,v.tr.
sdraiato,alta_disponibilita,,"p.pass., agg."
sé,fondamentale,,"pron.pers. di terza pers.m. e f.sing. e pl., s.m.inv."
sé,fondamentale,,"pron.pers. di terza pers.m. e f.sing. e pl., s.m.inv."
se,fondamentale,1,pron.pers. di terza pers.m. e f.sing. e pl.
se,fondamentale,2,"cong., s.m.inv."
sebbene,alto_uso,,cong.
seccare,alto_uso,,v.tr. e intr.
seccatura,alta_disponibilita,,s.f.
secchio,alto_uso,,s.m.
secchione,alto_uso,,s.m.
secco,fondamentale,,"agg., s.m."
secolo,fondamentale,,s.m.
seconda,alto_uso,1,s.f.
secondario,alto_uso,,"agg., s.m."
secondo,fondamentale,1,"agg.num.ord., s.m., avv."
secondo,fondamentale,2,"prep., cong."
sedano,alta_disponibilita,,s.m.
sede,fondamentale,,s.f.
sedere,fondamentale,1,v.intr. e tr.
sedia,fondamentale,,s.f.
sedici,alto_uso,,"agg.num.card.inv., s.m.inv., s.f.pl., s.m.pl."
sedile,alto_uso,,s.m.
sedurre,alto_uso,,v.tr.
seduta,alto_uso,,s.f.
seduttore,alta_disponibilita,,"agg., s.m."
seggiolino,alta_disponibilita,,s.m.
seggiovia,alta_disponibilita,,s.f.
segheria,alta_disponibilita,,s.f.
segmento,alto_uso,,s.m.
segnalare,fondamentale,,v.tr.
segnalazione,alto_uso,,s.f.
segnale,fondamentale,,s.m.
segnare,fondamentale,,v.tr.
segno,fondamentale,,s.m.
segretaria,alto_uso,,s.f.
segretario,alto_uso,,s.m.
segreteria,alto_uso,,s.f.
segreto,fondamentale,1,s.m.
segreto,fondamentale,2,"agg., s.m., avv."
seguente,fondamentale,,"p.pres., agg., s.m. e f."
seguire,fondamentale,,v.tr. e intr.
seguito,fondamentale,1,s.m.
sei,fondamentale,,"agg.num.card.inv., s.m.inv., s.f.pl."
selezionare,alto_uso,,v.tr.
selezione,alto_uso,,s.f.
selva,alta_disponibilita,,s.f.
selvaggina,alta_disponibilita,,s.f.
selvaggio,alto_uso,,"agg., s.m."
semaforo,alta_disponibilita,,s.m.
semantico,alto_uso,,agg.
sembrare,fondamentale,,v.intr.
seme,alto_uso,,s.m.
semestre,alta_disponibilita,,s.m.
semifreddo,alta_disponibilita,,"agg., s.m."
seminare,alto_uso,,v.tr.
semmai,alto_uso,,"cong., avv."
semolino,alta_disponibilita,,s.m.
semplice,fondamentale,,"agg., s.m."
semplicemente,fondamentale,,avv.
semplicità,alto_uso,,s.f.inv.
semplificare,alto_uso,,v.tr.
sempre,fondamentale,,avv.
senape,alta_disponibilita,,"s.f., s.m.inv., agg.inv."
senato,alto_uso,1,s.m.
senatore,alto_uso,,s.m.
sennò,alto_uso,,avv.
seno,fondamentale,1,s.m.
sensazione,fondamentale,,s.f.
sensibile,alto_uso,,"agg., s.m., s.f."
sensibilità,alto_uso,,s.f.inv.
senso,fondamentale,,s.m.
sensuale,alto_uso,,agg.
sentenza,alto_uso,,s.f.
sentiero,alto_uso,,s.m.
sentimentale,alto_uso,,"agg., s.m. e f."
sentimento,fondamentale,,s.m.
sentire,fondamentale,1,"v.tr., v.intr."
sentito,alto_uso,,"p.pass., agg."
senza,fondamentale,,"prep., cong., inter."
separare,fondamentale,,v.tr.
separato,alto_uso,,"p.pass., agg., s.m."
separazione,alto_uso,,s.f.
sepolto,alto_uso,,"p.pass., agg., s.m."
seppellire,alto_uso,,v.tr.
seppia,alta_disponibilita,,"s.f., agg.inv., s.m.inv."
sequenza,alto_uso,,s.f.
sequestrare,alto_uso,,v.tr.
sequestro,alto_uso,,s.m.
sera,fondamentale,,s.f.
serata,fondamentale,,s.f.
serbo,alta_disponibilita,1,"agg., s.m."
serenata,alta_disponibilita,,s.f.
serenità,alto_uso,,s.f.inv.
sereno,fondamentale,,"agg., s.m."
sergente,alto_uso,,s.m.
seriamente,alto_uso,,avv.
serie,fondamentale,,s.f.inv.
serietà,alta_disponibilita,,s.f.inv.
serio,fondamentale,,"agg., s.m."
serpente,alto_uso,,s.m.
serra,alto_uso,1,s.f.
servire,fondamentale,,v.tr. e intr.
servizio,fondamentale,,s.m.
servo,alto_uso,,"s.m., agg."
sessanta,alto_uso,,"agg.num.card.inv., s.m.inv."
sesso,fondamentale,,s.m.
sessuale,fondamentale,,agg.
sesto,alto_uso,1,"agg.num.ord., s.m."
set,alto_uso,,s.m.inv.
seta,alto_uso,,s.f.
sete,alto_uso,,s.f.
setta,alto_uso,,s.f.
settanta,alto_uso,,"agg.num.card.inv., s.m.inv., s.m.pl."
sette,fondamentale,,"agg.num.card. inv., s.m.inv., s.f.pl."
settembre,fondamentale,,s.m.
settentrione,alta_disponibilita,,s.m.
settimana,fondamentale,1,s.f.
settimanale,alto_uso,,"agg., s.m."
settimo,alto_uso,1,"agg.num.ord., s.m."
settore,fondamentale,1,s.m.
severo,alto_uso,,agg.
sexy,alto_uso,,agg.inv.
sezione,fondamentale,,s.f.
sfera,alto_uso,,s.f.
sfida,fondamentale,1,s.f.
sfidare,alto_uso,,v.tr.
sfiducia,alta_disponibilita,,s.f.
sfigato,alto_uso,,"agg., s.m."
sfilare,alto_uso,2,v.intr.
sfilata,alto_uso,,s.f.
sfinire,alta_disponibilita,,v.tr.
sfiorare,alto_uso,,v.tr.
sfociare,alta_disponibilita,,v.intr. e tr.
sfogare,alto_uso,,v.tr. e intr.
sfoglia,alta_disponibilita,1,s.f.
sfogliare,alto_uso,2,v.tr.
sfogo,alto_uso,,s.m.
sfollamento,alto_uso,,s.m.
sfollare,alta_disponibilita,,v.intr. e tr.
sfondare,alto_uso,,v.tr. e intr.
sfondo,alto_uso,,s.m.
sfortunato,alta_disponibilita,,agg.
sforzare,alto_uso,1,v.tr. e intr.
sforzo,fondamentale,1,s.m.
sfrenato,alta_disponibilita,,"p.pass., agg."
sfruttare,fondamentale,,v.tr.
sfuggire,fondamentale,,v.tr. e intr.
sgabello,alta_disponibilita,,s.m.
sganciare,alta_disponibilita,,v.tr.
sgarbato,alta_disponibilita,,"agg., s.m."
sgarbo,alta_disponibilita,,s.m.
sgombro,alta_disponibilita,1,s.m.
sgomento,alta_disponibilita,1,s.m.
sgonfiare,alta_disponibilita,1,v.tr.
sgozzare,alta_disponibilita,1,v.tr.
sgrassare,alta_disponibilita,,v.tr.
sgrassatore,alta_disponibilita,,s.m.
sgridare,alta_disponibilita,1,v.tr.
sguardo,fondamentale,,s.m.
shampoo,alta_disponibilita,,s.m.inv.
share,alto_uso,,s.m.inv.
shopping,alto_uso,,s.m.inv.
shorts,alta_disponibilita,,s.m.pl.
show,alto_uso,,s.m.inv.
sì,fondamentale,1,"avv., s.m.inv., agg.inv."
si,fondamentale,2,pron.pers. di terza pers.m. e f. sing. e pl.
sia,fondamentale,,cong.
siamese,alta_disponibilita,,"agg., s.m. e f."
sicché,alto_uso,,cong.
siccità,alta_disponibilita,,s.f.inv.
siccome,fondamentale,,"cong., avv."
siciliano,alto_uso,,"agg., s.m."
sicuramente,alto_uso,,avv.
sicurezza,fondamentale,,s.f.
sicuro,fondamentale,,"agg., s.m., avv."
siepe,alta_disponibilita,,s.f.
sigaretta,fondamentale,,s.f.
sigaro,alta_disponibilita,,s.m.
sigla,alto_uso,,s.f.
significare,fondamentale,,v.tr.
significativo,alto_uso,,agg.
significato,fondamentale,,"p.pass., s.m."
signora,fondamentale,,s.f.
signore,fondamentale,,s.m.
signorina,fondamentale,,s.f.
silenzio,fondamentale,,s.m.
silenzioso,alto_uso,,agg.
sillaba,alta_disponibilita,,s.f.
simbolico,alto_uso,,agg.
simbolo,fondamentale,,s.m.
simile,fondamentale,,"agg., agg.dimostr., s.m. e f., s.m., avv."
simpatia,alto_uso,,s.f.
simpatico,fondamentale,1,agg.
simulare,alto_uso,,v.tr.
sinceramente,alto_uso,,avv.
sincero,alto_uso,1,agg.
sindacale,alto_uso,1,agg.
sindacato,alto_uso,1,s.m.
sindaco,alto_uso,,s.m.
sindrome,alto_uso,,s.f.
single,alto_uso,,s.m. e f.inv.
singolare,alto_uso,,"agg., s.m."
singolo,fondamentale,,"agg., s.m."
sinistra,fondamentale,,s.f.
sinistro,fondamentale,,"agg., s.m."
sino,fondamentale,,"prep., avv."
sinonimo,alto_uso,,s.m.
sintesi,alto_uso,,s.f.inv.
sintetico,alto_uso,,agg.
sintetizzare,alto_uso,,v.tr.
sintomo,alto_uso,,s.m.
sir,alto_uso,,s.m.inv.
siriano,alta_disponibilita,,"agg., s.m."
siringa,alta_disponibilita,,s.f.
sistema,fondamentale,,s.m.
sistemare,fondamentale,,v.tr.
sito,fondamentale,1,s.m.
sito,fondamentale,3,agg.
situare,alto_uso,,v.tr.
situazione,alto_uso,,s.f.
slacciare,alta_disponibilita,,v.tr.
slanciato,alta_disponibilita,,"p.pass., agg."
slavo,alta_disponibilita,,"agg., s.m."
slegare,alta_disponibilita,,v.tr.
slip,alta_disponibilita,,s.m.inv.
slitta,alta_disponibilita,,s.f.
slogan,alto_uso,,s.m.inv.
slogare,alta_disponibilita,,v.tr.
slogatura,alta_disponibilita,,s.f.
slovacco,alta_disponibilita,,"agg., s.m."
sloveno,alta_disponibilita,,"agg., s.m."
smacchiare,alta_disponibilita,1,v.tr.
smacchiatore,alta_disponibilita,,"agg., s.m."
smaltimento,alto_uso,,s.m.
smalto,alta_disponibilita,,s.m.
smascherare,alta_disponibilita,,v.tr.
smentire,alto_uso,,v.tr.
smettere,fondamentale,,v.tr. e intr.
smisurato,alta_disponibilita,,"p.pass., agg."
smog,alta_disponibilita,,s.m.inv.
smontare,alto_uso,,v.tr. e intr.
smorfia,alta_disponibilita,1,s.f.
smuovere,alta_disponibilita,,v.tr.
snack,alta_disponibilita,,s.m.inv.
sneaker,alta_disponibilita,,s.m.inv.
snello,alta_disponibilita,,agg.
soccorrere,alta_disponibilita,,v.tr. e intr.
soccorso,alto_uso,1,s.m.
socialdemocratico,alta_disponibilita,,"agg., s.m."
sociale,fondamentale,,"agg., s.m."
socialista,alto_uso,,"agg., s.m. e f."
società,fondamentale,,s.f.inv.
socievole,alta_disponibilita,,agg.
socio,alto_uso,,s.m.
soddisfare,fondamentale,,v.tr. e intr.
soddisfatto,alta_disponibilita,,"p.pass., agg."
soddisfazione,fondamentale,,s.f.
sodo,alto_uso,,"agg., s.m., avv."
sofà,alta_disponibilita,,s.m.inv.
sofferenza,fondamentale,,s.f.
soffermare,alto_uso,,v.tr.
soffiare,alto_uso,,"v.intr., v.tr."
soffice,alta_disponibilita,,agg.
soffitta,alta_disponibilita,,s.f.
soffitto,alto_uso,,s.m.
soffocare,alto_uso,,v.tr. e intr.
soffriggere,alta_disponibilita,,v.tr. e intr.
soffrire,fondamentale,,v.tr. e intr.
sofisticato,alto_uso,,"p.pass., agg."
software,alto_uso,,s.m.inv.
soggettivo,alto_uso,,agg.
soggetto,fondamentale,1,s.m.
soggetto,fondamentale,2,agg.
soggezione,alta_disponibilita,,s.f.
soggiorno,fondamentale,,s.m.
soglia,alto_uso,,s.f.
sogliola,alta_disponibilita,,s.f.
sognare,alto_uso,,v.tr. e intr.
sogno,fondamentale,,s.m.
sol,alta_disponibilita,1,s.m.inv.
solaio,alta_disponibilita,,s.m.
solamente,fondamentale,,"avv., cong."
solare,alto_uso,1,"agg., s.m."
solco,alto_uso,,s.m.
soldato,fondamentale,,s.m.
soldo,fondamentale,,s.m.
sole,fondamentale,,s.m.
solenne,alto_uso,,agg.
solidarietà,alto_uso,,s.f.inv.
solido,alto_uso,1,"agg., s.m."
solitamente,alto_uso,,avv.
solitario,alto_uso,,"agg., s.m."
solito,fondamentale,,"agg., s.m."
solitudine,alto_uso,,s.f.
solletico,alta_disponibilita,,s.m.
sollevare,fondamentale,,v.tr.
sollievo,alto_uso,,s.m.
solo,fondamentale,,"agg., s.m., avv., cong."
soltanto,fondamentale,,"avv., cong."
soluzione,fondamentale,,s.f.
somigliare,alto_uso,,v.intr. e tr.
somma,fondamentale,,s.f.
sommare,alto_uso,,v.tr. e intr.
sondaggio,fondamentale,,s.m.
sonno,fondamentale,,s.m.
sonoro,alto_uso,,"agg., s.m."
soppalco,alta_disponibilita,,s.m.
sopportare,fondamentale,,v.tr.
sopra,fondamentale,,"prep., avv., agg.inv., s.m.inv."
soprabito,alta_disponibilita,,s.m.
sopracciglio,alta_disponibilita,,s.m.
soprammobile,alta_disponibilita,,s.m.
soprannome,alta_disponibilita,,s.m.
soprattutto,fondamentale,,avv.
sopravvalutare,alta_disponibilita,,v.tr.
sopravvivenza,alto_uso,,s.f.
sopravvivere,fondamentale,,v.intr.
sorcio,alta_disponibilita,,s.m.
sordo,alto_uso,,"agg., s.m."
sorella,fondamentale,,s.f.
sorgente,alto_uso,,"p.pres., agg., s.f., s.m."
sorgere,alto_uso,,v.intr.
sorpassare,alta_disponibilita,,v.tr.
sorpasso,alta_disponibilita,,s.m.
sorprendente,alto_uso,,"p.pres., agg."
sorprendere,alto_uso,,v.tr.
sorpresa,alto_uso,,s.f.
sorridente,alta_disponibilita,,"p.pres., agg."
sorridere,fondamentale,,v.intr. e tr.
sorriso,fondamentale,1,s.m.
sorso,alta_disponibilita,,s.m.
sorta,fondamentale,1,s.f.
sorte,alto_uso,1,s.f.
sorteggiare,alta_disponibilita,,v.tr.
sorteggio,alto_uso,,s.m.
sorvegliare,alto_uso,,v.tr.
sospendere,alto_uso,,v.tr.
sospensione,alto_uso,,s.f.
sospeso,alto_uso,,"p.pass., agg., s.m."
sospettare,alto_uso,,v.tr. e intr.
sospetto,fondamentale,1,s.m.
sospetto,fondamentale,2,"agg., s.m."
sospirare,alto_uso,,v.intr. e tr.
sospiro,alto_uso,,s.m.
sosta,alto_uso,,s.f.
sostanza,fondamentale,,s.f.
sostanzialmente,alto_uso,,avv.
sostare,alta_disponibilita,,v.intr. e tr.
sostegno,alto_uso,,s.m.
sostenere,fondamentale,,v.tr.
sostenitore,alto_uso,,"agg., s.m."
sostituire,fondamentale,,v.tr.
sostituzione,alto_uso,,s.f.
sottaceto,alta_disponibilita,,"agg.inv., avv., s.m."
sotterraneo,alto_uso,,"agg., s.m."
sottile,fondamentale,,"agg., s.m., avv."
sottinteso,alta_disponibilita,,"p.pass., agg., s.m."
sotto,fondamentale,,"prep., avv., agg.inv., s.m.inv."
sottofondo,alto_uso,,s.m.
sottolineare,alto_uso,,v.tr.
sottolio,alta_disponibilita,,"avv., agg.inv."
sottomarino,alta_disponibilita,,"agg., s.m."
sottopassaggio,alta_disponibilita,,s.m.
sottoporre,fondamentale,,v.tr.
sottoscrivere,alto_uso,,v.tr. e intr.
sottovalutare,alto_uso,,v.tr.
sottrarre,alto_uso,,v.tr.
sovietico,alto_uso,,"agg., s.m."
sovrano,alto_uso,,"agg., s.m."
sovrapporre,alto_uso,,v.tr.
spaccare,alto_uso,1,v.tr.
spaccatura,alta_disponibilita,,s.f.
spacciare,alto_uso,,v.tr.
spacciatore,alta_disponibilita,,s.m.
spaccio,alta_disponibilita,,s.m.
spada,alto_uso,,s.f.
spaghetto,alto_uso,1,s.m.
spagnolo,fondamentale,,"agg., s.m."
spago,alta_disponibilita,1,s.m.
spalancare,alto_uso,,v.tr.
spalla,fondamentale,,s.f.
spalmabile,alta_disponibilita,,agg.
spalmare,alta_disponibilita,,v.tr.
spam,alto_uso,,s.m.inv.
sparare,fondamentale,1,v.intr. e tr.
sparecchiare,alta_disponibilita,,v.tr.
spargere,alto_uso,,v.tr.
sparire,fondamentale,,v.intr.
sparo,alto_uso,1,s.m.
sparso,alto_uso,,"p.pass., agg."
spassare,alto_uso,1,v.tr.
spasso,alta_disponibilita,,s.m.
spavaldo,alta_disponibilita,,agg.
spaventare,fondamentale,,v.tr.
spaventato,alto_uso,,"p.pass., agg."
spaventoso,alto_uso,,agg.
spaziale,alto_uso,,agg.
spazio,fondamentale,,s.m.
spazioso,alta_disponibilita,,agg.
spazzare,alto_uso,,v.tr.
spazzatura,alto_uso,,s.f.
spazzino,alta_disponibilita,,s.m.
spazzola,alta_disponibilita,,s.f.
spazzolare,alta_disponibilita,,v.tr.
spazzolino,alta_disponibilita,,s.m.
spazzolone,alta_disponibilita,,s.m.
specchiarsi,alta_disponibilita,,v.pronom.intr.
specchio,fondamentale,,s.m.
speciale,fondamentale,,"agg., s.m., s.f."
specialista,alto_uso,,s.m. e f.
specializzato,alto_uso,,"p. pass., agg., s.m."
specialmente,alto_uso,,avv.
specie,fondamentale,,"s.f., avv."
specificare,alto_uso,,v.tr.
specifico,fondamentale,,"agg., s.m."
speck,alta_disponibilita,,s.m.inv.
spedire,alto_uso,,v.tr.
spedizione,alto_uso,,s.f.
spegnere,fondamentale,,v.tr.
spellare,alta_disponibilita,,v.tr.
spendere,fondamentale,,v.tr.
spennare,alta_disponibilita,,v.tr.
spensierato,alta_disponibilita,,agg.
spento,alto_uso,,"p.pass., agg."
speranza,fondamentale,,s.f.
sperare,alto_uso,1,v.tr. e intr.
sperimenale,alto_uso,,agg.
sperimentare,alto_uso,,v.tr.
sperimentazione,alto_uso,,s.f.
sperone,alta_disponibilita,,s.m.
spesa,fondamentale,,s.f.
spesso,fondamentale,1,agg.
spesso,fondamentale,2,avv.
spessore,alto_uso,,s.m.
spettacolare,alto_uso,,agg.
spettacolo,fondamentale,,s.m.
spettare,alto_uso,,v.intr.
